"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0051460",22.4455013547732,1.47844503950284,0.529150138629659,2.79399915368362,0.00520606149188637,0.0404124158825481
"FBgn0054057",47.9304499984408,-1.00542410450584,0.360166459173242,-2.79155395761666,0.00524556108954842,0.0405887299565341
"FBgn0030160",35.9720062553077,1.00156814137126,0.359486426685519,2.78610836744454,0.0053345034756165,0.0410222710213672
"FBgn0042102",15.7023266529421,1.52065325236716,0.548572520188533,2.7720186418462,0.00557098460335942,0.0424157978431119
"FBgn0036862",433.330517813657,1.07478046097327,0.388985270736452,2.76303639708113,0.00572663802067903,0.0434422030740683
"FBgn0052845",18.8522918867833,1.35974494987211,0.493266948842165,2.75661070149502,0.00584038394024809,0.0442245966483636
"FBgn0027111",34.6821204109439,-1.09810622913179,0.399758884070941,-2.74692138908643,0.00601575514819835,0.0452239410915507
"FBgn0264262",26.8861855087527,-1.18008938921326,0.430302400737297,-2.74246526905555,0.00609798982201441,0.0455764305109591
"FBgn0033518",13.1078067510394,-1.8395493430696,0.676617478088996,-2.71874345939914,0.00655304107719904,0.0483047775955865
"FBgn0024836",32.4905080406463,1.20338116682455,0.443547312354959,2.71308411369996,0.00666601837251063,0.0489212985665679
"FBgn0034127",27.1862271092739,-1.18374510513846,0.436823690425935,-2.70989218552736,0.00673050821993918,0.0492227980185524
