"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0040091",1618.73568610441,-1.56678164062744,0.11943806310488,-13.1179424707484,2.59895608495752e-39,1.14039457264689e-36
"FBgn0040099",1270.85925918718,-1.77929795492169,0.135870245634395,-13.0955673673359,3.49056173328325e-39,1.45504065851912e-36
"FBgn0001226",1767.21859250606,1.68121608261122,0.128689098170143,13.06416865544,5.27578217405207e-39,2.09448552309867e-36
"FBgn0262733",552.44815469227,2.08084724044762,0.161423616142563,12.8905998401739,5.08467773382329e-38,1.92686173940385e-35
"FBgn0051092",230.837394491924,2.24486258334325,0.175432242103537,12.7961802028294,1.72216097342964e-37,6.24245914586214e-35
"FBgn0052407",285.705526899151,-2.09984086937853,0.164751261712575,-12.745522234858,3.30172391447985e-37,1.14693634479244e-34
"FBgn0023479",4589.0667432429,-1.53865426830784,0.122411720041214,-12.569501251921,3.10677599367394e-36,1.03604765837039e-33
"FBgn0039419",2683.75864128436,-1.15987787780074,0.094468953499739,-12.2778736805203,1.1908709194878e-34,3.81857340606531e-32
"FBgn0034010",782.462485475385,-1.45819189071753,0.122784689795566,-11.8760074496697,1.57722385555993e-32,4.74429751835051e-30
"FBgn0031150",1191.84745584593,1.25461586297301,0.105650482362412,11.8751550860819,1.59338287769958e-32,4.74429751835051e-30
"FBgn0261552",8915.94943566539,-1.78094706090865,0.151096912258125,-11.7867866013449,4.56633310843695e-32,1.31274203879444e-29
"FBgn0261673",95.5428559574243,3.28040153246178,0.279868694838927,11.7212163880985,9.92367643010431e-32,2.75778967992599e-29
"FBgn0024288",86.6226993987767,-4.60667692849554,0.3934078909383,-11.7096708902009,1.13720173641701e-31,3.05833899242213e-29
"FBgn0033913",7591.4334067957,-1.17723301889135,0.100675166559726,-11.6933803947864,1.3779085644568e-31,3.58988240683635e-29
"FBgn0037290",102.193870867952,3.08291708540852,0.266719874581487,11.5586327799755,6.6763291197624e-31,1.68668351125634e-28
"FBgn0040827",317.030790352836,-1.94270524720454,0.168320221419302,-11.541722264998,8.12812830134189e-31,1.99306487200845e-28
"FBgn0264437",199.062837295194,2.72220508535101,0.23617181365087,11.526375833211,9.71477979174299e-31,2.31406054639318e-28
"FBgn0085359",101.02563399178,-4.94821082828945,0.430433208327297,-11.4958853837478,1.38355060927557e-30,3.20407261931401e-28
"FBgn0016715",202.35399043836,-2.26473353885446,0.197466924259345,-11.4689259851946,1.88990280953744e-30,4.25841073597667e-28
"FBgn0031912",1975.7993120443,-1.14476211953546,0.101228510361254,-11.3086927334024,1.18847005856486e-29,2.60744075743559e-27
"FBgn0003748",1602.95575229897,1.09496072290089,0.0980466993504484,11.1677469017816,5.86497185501072e-29,1.25375052192883e-26
"FBgn0001224",867.037331872732,1.46056482375111,0.13326716096614,10.9596753856129,5.97131682067938e-28,1.2445717083501e-25
"FBgn0024315",135.272169891299,-2.36199974415214,0.219236390722505,-10.7737576611622,4.57921996644539e-27,9.08975163339409e-25
"FBgn0035147",28919.5642815037,-1.18427889992622,0.110218568184618,-10.7448220334575,6.2682691529545e-27,1.21531534716702e-24
"FBgn0039109",664.00523300153,-1.32750429598134,0.124504619666934,-10.6622894759454,1.5278915506805e-26,2.89500724045984e-24
"FBgn0032405",116.208222937613,2.42725442514493,0.228002776130198,10.6457231194364,1.82561233748583e-26,3.38225112391542e-24
"FBgn0260011",131.886010323439,2.32164715431191,0.219755037331399,10.5647050575263,4.34331839607064e-26,7.87179249305238e-24
"FBgn0261596",24602.2907590074,-1.09740757570784,0.105618475899649,-10.3902992952722,2.74490400136343e-25,4.86899248071637e-23
"FBgn0261362",8587.26143382725,1.49666614271876,0.145384866459376,10.294511245687,7.45974386397379e-25,1.2692221345704e-22
"FBgn0261584",263.550506526929,-2.10827299578339,0.205754229297732,-10.2465597085378,1.22630821564121e-24,2.04474631876016e-22
"FBgn0001137",667.850774480511,-1.38151059488359,0.136454493322059,-10.1243320117202,4.30910932289561e-24,7.04412635783934e-22
"FBgn0063649",840.465771765621,-1.22157046520618,0.121370264958056,-10.0648249027745,7.90278304061765e-24,1.25483018453683e-21
"FBgn0038149",1501.65007907418,1.06692603599324,0.106015140788544,10.0639024582472,7.9772100012537e-24,1.25483018453683e-21
"FBgn0031322",580.472106910443,-1.47184401055407,0.146470595584593,-10.0487337043974,9.30554506672825e-24,1.43667276335766e-21
"FBgn0001225",608.229795092983,1.32292809851706,0.133023078996804,9.94510207171527,2.64902317390528e-23,3.94373325015148e-21
"FBgn0259715",1169.70380464599,-1.83930365699011,0.186570840458737,-9.85847334164155,6.29999669939676e-23,9.2145741198019e-21
"FBgn0265276",225.233338472011,1.85874413243175,0.188845124868181,9.84269058430399,7.37126423719352e-23,1.05955568871521e-20
"FBgn0002868",158.318973829859,-2.0463388850538,0.208769591545323,-9.80190108102761,1.10486319153705e-22,1.56122786912616e-20
"FBgn0039464",1234.37439927586,1.05871359141046,0.108401996947092,9.76655062846486,1.56696326650161e-22,2.17729545880399e-20
"FBgn0053307",1498.26449839124,-1.41865213163829,0.145579521361409,-9.74486052963728,1.94045139530687e-22,2.6520562758481e-20
"FBgn0000406",391.066602173992,-2.08995290458031,0.218624357760773,-9.55956109367838,1.18257148258476e-21,1.5901771694047e-19
"FBgn0030041",123.578200648876,-2.79172234721695,0.296556768678419,-9.4137873151843,4.78574707202197e-21,6.33313862530907e-19
"FBgn0039479",254.102817444745,1.47466021330439,0.159643320285528,9.23721838575464,2.5298835071002e-20,3.19570284828703e-18
"FBgn0039257",842.345202696346,-1.07447379043227,0.116926184535063,-9.18933423428402,3.95280192454699e-20,4.86375676228488e-18
"FBgn0037153",195.038039810417,1.72758734769031,0.188007121031864,9.18894634526913,3.96708000282322e-20,4.86375676228488e-18
"FBgn0051642",156.425108658148,1.95156078436629,0.214401940084678,9.10234666531246,8.84007557097925e-20,1.06811173964136e-17
"FBgn0063498",486.542259299798,-1.37780434143312,0.151556844334402,-9.09100705734586,9.81259030800805e-20,1.16867950568376e-17
"FBgn0263232",438.852518292797,1.32000301217336,0.145809088418844,9.05295428760649,1.3915155673238e-19,1.63395285701106e-17
"FBgn0033367",22455.4365746387,1.3857060701799,0.154554667428133,8.96579891917041,3.0803956994777e-19,3.56684152035355e-17
"FBgn0036985",2824.34500269937,-1.32917805867687,0.149216065018952,-8.90774098960491,5.20829017191571e-19,5.78953535510151e-17
"FBgn0032004",1440.93982031413,-1.1716615759742,0.133107444151718,-8.80237452864556,1.33951282173523e-18,1.4503270642606e-16
"FBgn0034389",171.159973649183,-2.00455808127483,0.229490801676148,-8.73480796020583,2.44070428210552e-18,2.60873738460433e-16
"FBgn0034885",239.657751026754,1.56519896029442,0.179262618618442,8.73131817641203,2.51721440219004e-18,2.65645778114663e-16
"FBgn0031327",1122.7363113589,1.19783861872419,0.13971709640833,8.57331457292416,1.00548366203057e-17,9.97942534565338e-16
"FBgn0032598",473.419646690976,1.10826730720737,0.129588408467783,8.55221018848218,1.20753624932942e-17,1.18437996595993e-15
"FBgn0033635",3800.46963792044,1.16701818383321,0.14061900127457,8.29914999577129,1.04858910993333e-16,1.01652179180397e-14
"FBgn0024491",1269.22822272066,1.03751587179912,0.12593939691781,8.23821534159178,1.74798365693008e-16,1.6374089604299e-14
"FBgn0261284",76.3618908152322,2.29674182298939,0.278885748052697,8.23542199279187,1.78925804451668e-16,1.65744936857062e-14
"FBgn0000116",957.566336228213,1.17691950819092,0.143840736035256,8.18210154251754,2.78935841987589e-16,2.55548144467092e-14
"FBgn0023549",266.523943780013,-1.53690741219624,0.189353361327818,-8.1166101378864,4.79385660315782e-16,4.34417201092682e-14
"FBgn0034438",109.050281672723,1.83228328265358,0.230469255148622,7.95022868222485,1.86167538554976e-15,1.6511476265243e-13
"FBgn0051337",1399.88508514791,-1.02185821065958,0.128730832120581,-7.93794457649753,2.05559147486631e-15,1.80394380273267e-13
"FBgn0038198",92.5003926475262,2.34037308723742,0.297617837366289,7.86368555039611,3.72993169382119e-15,3.14105459913003e-13
"FBgn0031703",131.586611851592,-1.91572983089075,0.245242755915897,-7.81156541703407,5.64820210986989e-15,4.70890609899852e-13
"FBgn0038528",231.343541930742,1.39143502667121,0.178556256907579,7.79269822726749,6.55931504070475e-15,5.36127544062309e-13
"FBgn0052625",223.704974753528,1.57678747845084,0.202664659024272,7.78027844638664,7.23650943980615e-15,5.85735720385086e-13
"FBgn0037646",60.0438566188139,-2.70347756839916,0.349439687806829,-7.73660709625418,1.02104977965433e-14,8.18508847401744e-13
"FBgn0050463",65.1263856924455,2.43982354990461,0.315479568599032,7.7336974966058,1.04467100462868e-14,8.29468777675174e-13
"FBgn0000567",379.173636193777,-1.25276785977812,0.163309484334782,-7.67112739888377,1.7049110237472e-14,1.33555177460959e-12
"FBgn0024984",175.329737340873,1.41277580258099,0.184184491515773,7.67043843352039,1.71409427711678e-14,1.33555177460959e-12
"FBgn0035968",428.934019330679,1.07993328448436,0.141505321213476,7.63175034849157,2.31587584974273e-14,1.78772749623196e-12
"FBgn0033065",44.733016105817,2.9294047209875,0.389836609152765,7.51444233868647,5.71540323315897e-14,4.25440328168271e-12
"FBgn0033426",534.512555929846,-1.00280413362078,0.136216528430584,-7.36183886914879,1.81393850751304e-13,1.24914501344165e-11
"FBgn0035344",114.306251958061,-1.64926730463758,0.224060501746837,-7.36081233318428,1.82794400431668e-13,1.24914501344165e-11
"FBgn0040388",2191.41458235661,-1.00763297735422,0.13714399235637,-7.34726297551468,2.0230660218529e-13,1.37124401822664e-11
"FBgn0036373",5495.38032891999,-1.05438567287183,0.143760992808039,-7.33429598861865,2.22890008086416e-13,1.4985758043681e-11
"FBgn0034718",716.370057189368,1.35388623733623,0.186801303355711,7.24773442698167,4.23800534136376e-13,2.73893414968602e-11
"FBgn0267635",261.093472427671,1.24001635206719,0.171306402061731,7.23858733324128,4.5338222464639e-13,2.90757508221304e-11
"FBgn0015371",547.746337016853,-1.0157473698966,0.141324843420708,-7.18732351164073,6.60737262940215e-13,4.11087056800938e-11
"FBgn0033775",68.365050919607,2.02246149864646,0.283072944124888,7.14466550273408,9.02153026085389e-13,5.45018099889412e-11
"FBgn0004396",3543.88181035141,1.11504679000804,0.15625433923899,7.1361012784585,9.60152769850209e-13,5.75884434693611e-11
"FBgn0043364",1694.77612870052,-1.1249063845667,0.157958467760085,-7.12153264410782,1.06733447330522e-12,6.35597678853258e-11
"FBgn0028542",1721.29615025546,-1.0545419729517,0.14935214182751,-7.0607756945971,1.65575684960202e-12,9.72115834868454e-11
"FBgn0030598",56.0700535261113,2.28500498470733,0.32401100143751,7.05224506133946,1.76053779648094e-12,1.01927802842094e-10
"FBgn0033782",232.800071429293,-1.38159143602591,0.196299673880058,-7.03817489207894,1.94774124720103e-12,1.11988405364931e-10
"FBgn0032638",187.758981293543,-1.44251469425673,0.205040878571516,-7.03525416154318,1.98898110084613e-12,1.13576270121604e-10
"FBgn0039640",107.537997821496,-1.73648214298467,0.247038236948591,-7.02920391771591,2.07715223242599e-12,1.17804205181874e-10
"FBgn0035727",100.265945956031,1.64097561597036,0.233964950985477,7.01376684438611,2.31985871110162e-12,1.29803101170833e-10
"FBgn0267252",158.90912654387,-1.36091639465724,0.194989029877232,-6.97945107739697,2.96335598071254e-12,1.61473848439219e-10
"FBgn0031547",388.884571345997,-1.41190481484136,0.202566345871721,-6.97008581936645,3.16747705472624e-12,1.69277283367004e-10
"FBgn0038865",405.931986917845,-1.02022487488517,0.146445044538177,-6.96660565130424,3.24679093957103e-12,1.72152155409081e-10
"FBgn0037635",282.01438536481,-1.02262922960424,0.149003567679976,-6.86311908853489,6.73730144688464e-12,3.44594369096179e-10
"FBgn0031258",214.652569117248,-1.3117031620469,0.191531185674475,-6.84850959089377,7.46233326687702e-12,3.74779954493697e-10
"FBgn0033724",225.594516892649,1.41107971454549,0.20620876825503,6.84296660363308,7.75697407108421e-12,3.87244867249276e-10
"FBgn0259821",257.131844810788,1.08870706455323,0.16121419816729,6.75317110359902,1.44648183304549e-11,6.97070464861286e-10
"FBgn0000079",236.371956657795,-1.30878696800956,0.198306814810461,-6.59980832862696,4.11689691964003e-11,1.86535704451298e-09
"FBgn0039098",460.900412915089,-1.00111405969071,0.154255094611558,-6.48999024772366,8.58419306081552e-11,3.6328130735035e-09
"FBgn0263041",161.670666907361,-1.64198495731495,0.253477976788385,-6.47782098515705,9.30566622771682e-11,3.89855976585302e-09
"FBgn0020248",52.5450408728001,1.98913218258317,0.312305187004077,6.3691935496326,1.90024687549706e-10,7.80411734040345e-09
"FBgn0015568",306.453441402898,1.03756492159374,0.163589051143164,6.34250834235673,2.26053964624139e-10,9.14860147122061e-09
"FBgn0027348",348.84819502731,-1.02493819668159,0.164834967451629,-6.21796583896776,5.03641168060876e-10,1.94391500839052e-08
"FBgn0031548",79.9336960104745,-1.86246539134923,0.300924936135317,-6.18913611902117,6.0494828244162e-10,2.313510931521e-08
"FBgn0034391",97.3999301272041,1.53851927615945,0.249110401657384,6.1760539340122,6.57235433631841e-10,2.50199626036012e-08
"FBgn0052681",238.095188519578,-1.05364741235728,0.173531756329551,-6.07178440790008,1.26496685245751e-09,4.66638435793727e-08
"FBgn0262620",359.593401638641,1.03408227095306,0.170888203493881,6.05122091408779,1.43752154293685e-09,5.25641101029147e-08
"FBgn0039593",63.9249473948255,1.89388438587038,0.313996146490847,6.03155295705386,1.62391490257139e-09,5.88633849684245e-08
"FBgn0003447",55.0703152710605,1.96110725475677,0.326700929422123,6.00275994998125,1.93991323191341e-09,6.94122601479061e-08
"FBgn0259224",447.62243593327,1.10460113301732,0.184126730328477,5.99913511224979,1.98371251897454e-09,7.06761165414134e-08
"FBgn0038381",211.685059721421,-1.09074179606305,0.181972325589834,-5.99399822213397,2.04743611282587e-09,7.26360632877841e-08
"FBgn0030326",208.802072210454,-1.22354311616778,0.209821269574147,-5.83135884484486,5.49778084704767e-09,1.87081628252394e-07
"FBgn0039485",86.8395100007708,1.43283949564766,0.246423332875348,5.81454474675276,6.07991212197765e-09,2.05586167960953e-07
"FBgn0265512",100.845371948666,-1.97993194578627,0.343205520988275,-5.76893967231347,7.97718525817389e-09,2.66023173989583e-07
"FBgn0025836",128.492441369937,-1.31703528647602,0.234051506991866,-5.62711731021575,1.83246112289329e-08,5.94444684107445e-07
"FBgn0266801",315.18196472067,1.15781336412554,0.208882968012705,5.54288066251104,2.97535651072928e-08,9.36058386035848e-07
"FBgn0010097",161.338674918477,1.09469616051163,0.204557510627995,5.35153247197276,8.72124838287871e-08,2.5692243027583e-06
"FBgn0033368",96.5148312934163,1.35757513564366,0.254348954179848,5.33745121941303,9.42622516169539e-08,2.76712813989628e-06
"FBgn0037223",37.0249866260786,-2.08338047425654,0.396566076116617,-5.25355192924743,1.49193584808481e-07,4.27431930085329e-06
"FBgn0010223",81.77939181668,-1.30552865580137,0.25304147693772,-5.15934648975628,2.4781331654668e-07,6.75169810473748e-06
"FBgn0038545",122.825266709861,1.08409375267274,0.210673108093009,5.14585730701863,2.66301796339064e-07,7.16180024541541e-06
"FBgn0087007",196.290235003694,1.0349162259431,0.205025826543392,5.04773590425724,4.47076564963936e-07,1.17951813990644e-05
"FBgn0264343",57.4284057025688,1.5850274737535,0.315159073145062,5.02929348641643,4.92290391585813e-07,1.27065789308078e-05
"FBgn0002609",62.359001378828,-1.50923214655979,0.302984240867722,-4.98122325516825,6.31835943767363e-07,1.59624735248137e-05
"FBgn0063667",19.172552021535,2.75881030809487,0.555633077769029,4.96516571542503,6.86424320095209e-07,1.71853440139152e-05
"FBgn0037678",50.883859446659,1.76834967453327,0.358740770039627,4.92932452126346,8.2514412227013e-07,2.03461217520179e-05
"FBgn0250904",41.4953205558017,1.67789133189252,0.341147817941132,4.91837040617407,8.72676622197564e-07,2.13357917866894e-05
"FBgn0033446",126.000090098345,-1.08625093737057,0.222249717650055,-4.88752448757183,1.02111797835584e-06,2.45333158085091e-05
"FBgn0036560",27.7836009140798,2.18199744339502,0.447971398069125,4.87084097958041,1.11124250080045e-06,2.63943838437987e-05
"FBgn0038237",43.5064540044303,-2.20608921979555,0.453884211810335,-4.86046697019152,1.17109182609713e-06,2.76965772381534e-05
"FBgn0028939",31.6095097005056,-2.12014519973091,0.437501807166803,-4.84602615349331,1.25958918983399e-06,2.95808311990028e-05
"FBgn0020376",61.5446822755158,-1.56822155326057,0.324490247315204,-4.83287730905894,1.34573730293122e-06,3.1426924074335e-05
"FBgn0033268",124.356208602,1.02533698236946,0.215971583800238,4.7475550455649,2.05890365782621e-06,4.67713345920902e-05
"FBgn0052677",75.0131752713927,1.25552941057276,0.265091534308615,4.73621088597682,2.17751005401561e-06,4.91975645537348e-05
"FBgn0263336",184.061111319907,-1.06499757947359,0.228031648557332,-4.67039372039549,3.00622987252687e-06,6.68345025260175e-05
"FBgn0263042",63.3371176885087,-1.43325516437627,0.308125095141018,-4.65153662255362,3.29470747926192e-06,7.24748713841863e-05
"FBgn0035523",71.1927514572139,1.59673808983189,0.346818936653652,4.60395301720928,4.14546022372047e-06,8.97680568445651e-05
"FBgn0034636",24.8062749801669,-2.48183750519604,0.539711432258457,-4.59845272280158,4.2564027544239e-06,9.19316833254716e-05
"FBgn0035710",26.2206085969151,2.19392849075191,0.482316348947891,4.54873341021442,5.39697605864654e-06,0.000114782115818715
"FBgn0039178",23.5915493152695,2.2743058242545,0.500461233689402,4.54441956970034,5.50868359199612e-06,0.000116859783985933
"FBgn0034804",60.17562836121,-1.50495489555042,0.331822697561919,-4.5354187842126,5.7489297811424e-06,0.00012164677052128
"FBgn0038261",44.2983446980558,1.5476133695298,0.341892544751035,4.52660753587582,5.99381053659629e-06,0.000125870021268522
"FBgn0265274",69.2830992274083,1.32060385340393,0.292617928975952,4.51306540930532,6.38973051027567e-06,0.000133177958160421
"FBgn0262870",44.4775644740323,-1.58544973301631,0.355952931586334,-4.45409938317019,8.42460729969758e-06,0.000170628897569406
"FBgn0028434",122.468474751691,1.00801135769531,0.226557922502999,4.449243471863,8.61732862457948e-06,0.000173114864441251
"FBgn0263257",121.318731253506,-1.02226924770062,0.234609966621619,-4.35731381075272,1.31668422110983e-05,0.000253514927283894
"FBgn0037046",36.6665887959347,1.69307464429319,0.390817902057509,4.33213175594001,1.47672521469403e-05,0.00027980586624782
"FBgn0050359",67.3978148278096,1.18884503486419,0.279300950825312,4.2565019250785,2.07650249579138e-05,0.000377163427176748
"FBgn0031688",47.4357668614877,1.49767160897684,0.354671428297391,4.22270160347128,2.41391313704893e-05,0.000426372750499511
"FBgn0259935",80.4668424433522,1.07292895780213,0.255721865573107,4.19568719865841,2.72045485423598e-05,0.000470548384227497
"FBgn0264702",107.168614548112,1.05170683477495,0.258149503093463,4.07402230944518,4.62080522126574e-05,0.000742266919647253
"FBgn0036801",51.7492083463922,-1.27395245690103,0.314182695346754,-4.05481420768578,5.01741661470619e-05,0.000793741979446025
"FBgn0265530",65.9327672325608,-1.32032880727142,0.327030254235033,-4.03732923842122,5.40631703423955e-05,0.000850994838455897
"FBgn0003366",27.0673410564286,-1.79888417015172,0.447081757854485,-4.02361344105033,5.73119585525721e-05,0.000896453655633759
"FBgn0259741",47.5562801112287,1.28851070884392,0.321201082404832,4.01153912432936,6.03241772507003e-05,0.000934800493938827
"FBgn0035539",31.141497179206,1.90725437424222,0.47660064896987,4.00178719513827,6.28658282452148e-05,0.000963441930294772
"FBgn0039788",25.8008829331562,1.81788480173687,0.465104592547231,3.90855053006655,9.28515284761202e-05,0.00136526136314888
"FBgn0032436",30.1425296975473,1.90271958126116,0.488135778344494,3.89793099722009,9.70180503844718e-05,0.00141548318670348
"FBgn0260429",117.578375308847,-1.32411356309252,0.339717822667033,-3.89768647607966,9.71160348799796e-05,0.00141548318670348
"FBgn0035932",43.9034546352553,1.43913012420165,0.372416473673215,3.86430307447798,0.000111406826401166,0.00159371898665053
"FBgn0029002",2268.58858386979,1.43138206917369,0.37255649123522,3.84205376325053,0.000122009101429284,0.00172697772260772
"FBgn0036821",610.031482284655,-1.73373251340899,0.45903550325766,-3.776902878111,0.00015879061480568,0.00219178370138238
"FBgn0051125",39.295222934602,1.29209869450759,0.34769445989645,3.71619005632818,0.00020224947144766,0.00273282632651401
"FBgn0033458",61.3423844752153,1.18483183579604,0.319090443575067,3.71315362040076,0.000204692552197126,0.00276136214832919
"FBgn0039094",23.0410609416662,-1.72321170466208,0.468868337789492,-3.67525713676095,0.000237609978439679,0.00315438597173823
"FBgn0052185",31.6013235305853,1.42456694327785,0.388250093680965,3.6691992261268,0.000243311414422199,0.0031944681291935
"FBgn0035969",18.5109682937427,1.99508495614894,0.545461940246996,3.65760616633587,0.000254581821491145,0.00333718340530138
"FBgn0051477",62.5056551830919,1.0503287821143,0.289664507334938,3.62601822286708,0.00028782505205567,0.00372608301085112
"FBgn0039759",22.6218657621233,1.76441775701707,0.490087072937767,3.60021280798224,0.000317956844822262,0.00406565370442209
"FBgn0035076",48.1905764238229,1.20349626953385,0.338364601059754,3.55680312232579,0.00037539527355141,0.00463654873421942
"FBgn0031464",42.2674476287323,-1.23713349152722,0.350175511267872,-3.53289551016279,0.000411034892977014,0.00503940868051378
"FBgn0261989",25.5640097629911,1.7335433537754,0.493518556950469,3.51262040578017,0.000443710906548205,0.00536896636849402
"FBgn0030051",48.7891856259455,1.10050467289368,0.315886037707963,3.48386614640784,0.000494226593516892,0.00586111964459506
"FBgn0062978",27.8553865570435,-1.47208900630578,0.424440216987602,-3.4683070722037,0.000523748443831236,0.00616735985341951
"FBgn0266020",26.8234376463773,1.65388639891109,0.480011491327248,3.44551417787529,0.000569974066299009,0.00661820862219337
"FBgn0000078",42.0428289009859,-1.23863133150327,0.360033620738868,-3.44032129266519,0.000581023998754232,0.00672777371890838
"FBgn0002945",84.4468910820907,-1.05771924443032,0.307814513237813,-3.43622278658816,0.000589885681981877,0.00680204278102753
"FBgn0034139",41.4900005602218,1.16625073062396,0.34101599440186,3.41992970936614,0.000626373183324211,0.00716135754424835
"FBgn0002773",59.6483761531829,-1.05757362332095,0.311085105254084,-3.39962796501348,0.000674775968735709,0.00763238014113234
"FBgn0034290",19.9090608869714,-1.7796394188596,0.523647704080195,-3.39854334315396,0.000677457275331406,0.00763238014113234
"FBgn0038484",39.56735583593,-1.30609075487152,0.385505067122259,-3.38799892987479,0.000704045390154474,0.00782616855695713
"FBgn0265706",41.6628103063734,-1.39826690665029,0.41535063105239,-3.36647353371644,0.00076135887752872,0.00830817926957715
"FBgn0085334",75.17372070507,-1.2290243496228,0.365938757535761,-3.35855200990208,0.000783519753519131,0.00849441376474511
"FBgn0035267",54.2008548136702,1.0617228188298,0.319144524690978,3.32677748383069,0.000878564988307622,0.00933069593314732
"FBgn0030954",25.2786591846801,1.41803258944479,0.426444922049199,3.3252420561856,0.000883418018821639,0.00933809108574391
"FBgn0038143",43.9232321050259,1.09433286234171,0.329741696706127,3.31875790436356,0.000904187830922307,0.00951794690201928
"FBgn0264748",18.9027956568788,1.7213670936032,0.520272589608493,3.30858693689501,0.000937680675606476,0.009845647093868
"FBgn0023091",21.249653745642,1.62886940053863,0.501000901860879,3.25123047581049,0.00114906666803344,0.0116969094156225
"FBgn0024977",41.5577258710059,1.11164342518396,0.344231470812573,3.22934861986871,0.00124072547432875,0.0125229155925893
"FBgn0051163",20.5867158337565,1.52959767267518,0.474794017522856,3.22160266604781,0.00127475782263428,0.0128044047798819
"FBgn0046258",12.7289115109116,2.09681510892096,0.660911477110315,3.17261113105315,0.00151074727768952,0.0147648780739711
"FBgn0039069",48.9212828355731,-1.04781779089607,0.333655217976756,-3.14042081298747,0.00168705309224368,0.0161771100748832
"FBgn0033541",34.4842464800108,1.14515994941812,0.370206542494425,3.09330013916588,0.00197943831189527,0.0186118214865668
"FBgn0042106",42.782569972626,-1.21653511250948,0.393813551405145,-3.08911439986975,0.00200754119921365,0.0188478276777525
"FBgn0052313",21.1729497836464,-1.5963083495495,0.520216913797073,-3.06854373091796,0.00215104843176609,0.0199480431319621
"FBgn0029848",20.6200498883901,1.42413369495679,0.467435049594043,3.04669856527364,0.00231369605334548,0.0211505306981812
"FBgn0035957",20.2444813430831,1.59183071838126,0.530100954565664,3.00288219568577,0.0026743593187987,0.0238716634270073
"FBgn0036287",24.4776722520632,1.47632906283605,0.496892782113512,2.9711219723429,0.00296713912051558,0.0259842845039269
"FBgn0041721",33.3893196646044,1.2264090673882,0.413798902695032,2.9637803759283,0.00303885086503918,0.0265286907453734
"FBgn0261588",33.1515064463761,1.19204798831353,0.405091774628307,2.94266154726863,0.00325403957931668,0.0280837763693201
"FBgn0053346",17.6866361434183,1.61228309980156,0.559039469467788,2.88402373688655,0.00392629157095057,0.0323694514160589
"FBgn0036181",50.1334165453088,-1.02386548382555,0.357458073543186,-2.86429531071103,0.00417938171728323,0.0337630866056108
"FBgn0053643",18.7264750784302,1.49066862855774,0.525704983304848,2.83556115292392,0.00457452563114548,0.036391049796622
"FBgn0264845",41.6424145996452,-1.057311477408,0.373303012084355,-2.83231434834789,0.00462123929607461,0.0366926400108324
"FBgn0053468",15.6448873947098,1.59380065829298,0.567299462959144,2.80945208370091,0.00496259057781005,0.038957737897554
"FBgn0027570",39.4601557688146,-1.00187264492145,0.35712603500834,-2.80537554451344,0.00502579858060055,0.0392646290812711
"FBgn0040391",27.6757485900321,-1.18581485169755,0.423094279861555,-2.80272012206256,0.00506736229656071,0.0394091412933084
